-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 09/01/2024 through 10/01/2024 in LST
Location: Latitude  -7.679   Longitude 113.2538 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 96.02 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (Wh/m^2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,T2M,RH2M,WS10M,WD10M
2024,9,17,10,839.45,385.25,31.07,43.12,5.03,148.5
2024,9,17,11,969.0,392.9,32.3,38.54,4.17,147.0
2024,9,17,12,1007.88,397.0,33.09,37.32,3.33,147.6
2024,9,17,13,932.08,403.52,33.39,39.8,2.55,147.5
2024,9,17,14,769.65,406.6,33.5,40.22,2.27,145.4
2024,9,17,15,583.1,415.67,33.38,40.41,2.24,146.5
2024,9,17,16,352.75,414.25,32.98,40.51,2.63,152.9
2024,9,17,17,132.77,410.2,32.23,40.86,3.64,158.6
2024,9,17,18,4.28,405.15,30.86,45.44,4.36,162.2
2024,9,17,19,0.0,400.8,29.67,51.31,4.75,164.7
2024,9,17,20,0.0,394.35,28.72,56.22,5.11,168.8
2024,9,17,21,0.0,398.73,27.92,61.42,5.02,172.3
2024,9,17,22,0.0,397.35,27.32,65.34,4.94,176.4
2024,9,17,23,0.0,401.33,26.96,67.15,4.81,182.1
2024,9,18,0,0.0,401.45,26.7,67.81,4.74,187.5
2024,9,18,1,0.0,398.58,26.4,68.86,4.51,190.7
2024,9,18,2,0.0,399.85,26.21,69.75,4.32,192.7
2024,9,18,3,0.0,402.83,26.03,70.67,4.11,193.7
2024,9,18,4,0.0,399.5,25.72,72.16,3.92,195.2
2024,9,18,5,0.0,397.55,25.45,73.3,3.85,195.2
2024,9,18,6,19.95,394.45,25.35,73.44,3.8,194.0
2024,9,18,7,197.32,391.65,26.57,67.32,4.39,192.5
2024,9,18,8,443.6,385.98,28.1,56.97,4.15,187.6
2024,9,18,9,634.45,397.8,29.94,46.74,3.52,178.0
2024,9,18,10,778.45,406.35,31.46,40.6,2.8,172.2
2024,9,18,11,864.6,409.12,32.61,36.72,2.23,171.8
2024,9,18,12,893.17,409.75,33.3,36.73,1.74,165.7
2024,9,18,13,821.45,422.23,33.49,40.44,1.37,154.0
2024,9,18,14,732.38,424.17,33.6,41.0,1.38,138.8
2024,9,18,15,567.08,418.92,33.5,40.75,1.57,126.2
2024,9,18,16,336.1,414.48,33.06,41.65,1.82,117.4
2024,9,18,17,114.68,412.35,32.3,42.8,2.13,118.4
2024,9,18,18,3.72,416.45,31.06,45.04,2.55,133.7
2024,9,18,19,0.0,410.45,30.11,50.59,3.1,145.6
2024,9,18,20,0.0,402.9,29.36,55.35,3.32,153.1
2024,9,18,21,0.0,409.0,28.66,59.72,3.57,157.8
2024,9,18,22,0.0,412.0,28.03,63.36,3.76,161.2
2024,9,18,23,0.0,411.77,27.52,66.14,3.77,164.2
2024,9,19,0,0.0,412.9,27.07,68.56,3.64,165.8
2024,9,19,1,0.0,415.27,26.68,70.75,3.58,166.6
2024,9,19,2,0.0,398.9,26.35,72.57,3.62,167.2
2024,9,19,3,0.0,410.67,26.06,74.09,3.58,168.7
2024,9,19,4,0.0,413.4,25.79,75.18,3.41,170.7
2024,9,19,5,0.0,401.62,25.49,76.02,3.09,171.6
2024,9,19,6,20.55,396.8,25.4,75.54,2.9,173.1
2024,9,19,7,205.2,395.73,26.59,69.02,3.13,174.7
2024,9,19,8,430.98,397.55,28.12,59.77,2.3,171.0
2024,9,19,9,662.55,404.55,29.92,50.12,1.34,156.3
2024,9,19,10,829.22,405.8,31.54,43.12,0.76,122.6
2024,9,19,11,952.65,410.25,32.8,39.02,0.81,82.9
2024,9,19,12,939.97,416.25,33.44,41.59,0.99,66.3
2024,9,19,13,870.25,422.4,33.87,41.84,1.29,62.8
2024,9,19,14,753.53,427.33,34.1,41.28,1.65,63.7
2024,9,19,15,561.65,423.9,33.97,42.06,1.95,64.5
2024,9,19,16,336.23,421.85,33.41,44.24,2.18,65.7
2024,9,19,17,116.4,417.08,32.48,47.71,2.36,67.0
2024,9,19,18,3.7,420.83,31.36,51.51,2.33,67.3
2024,9,19,19,0.0,418.45,30.53,53.53,2.73,74.9
2024,9,19,20,0.0,415.5,29.75,57.4,3.16,85.6
2024,9,19,21,0.0,416.52,29.1,62.07,3.42,90.5
2024,9,19,22,0.0,418.45,28.55,65.25,3.4,96.4
2024,9,19,23,0.0,416.67,28.11,67.74,3.24,102.5
2024,9,20,0,0.0,414.42,27.67,70.03,2.95,108.6
2024,9,20,1,0.0,414.4,27.32,71.86,2.73,114.7
2024,9,20,2,0.0,404.15,27.0,73.54,2.56,120.3
2024,9,20,3,0.0,422.08,26.74,74.79,2.4,123.6
2024,9,20,4,0.0,409.6,26.48,75.91,2.15,128.2
2024,9,20,5,0.0,419.62,26.35,76.24,1.98,130.3
2024,9,20,6,18.4,410.92,26.36,75.83,1.9,123.9
2024,9,20,7,185.0,405.6,27.37,71.0,2.25,111.9
2024,9,20,8,445.67,398.92,28.64,64.68,2.47,100.0
2024,9,20,9,612.75,408.4,30.2,57.07,2.75,89.2
2024,9,20,10,828.33,414.95,31.56,51.33,2.84,80.5
2024,9,20,11,899.08,422.35,32.58,47.81,2.86,75.0
2024,9,20,12,889.28,425.8,33.21,47.18,2.85,71.6
2024,9,20,13,893.67,427.33,33.61,46.06,3.04,68.2
2024,9,20,14,763.47,434.2,33.72,45.48,3.29,65.9
2024,9,20,15,506.75,434.92,33.5,45.68,3.5,65.2
2024,9,20,16,321.98,428.75,33.02,46.64,3.77,65.4
2024,9,20,17,120.2,423.45,32.21,48.41,4.17,65.5
2024,9,20,18,3.83,416.27,31.16,50.61,4.63,66.0
2024,9,20,19,0.0,408.0,30.14,55.05,4.83,71.0
2024,9,20,20,0.0,401.88,29.26,60.85,4.44,79.2
2024,9,20,21,0.0,411.1,28.64,64.75,3.92,88.1
2024,9,20,22,0.0,405.48,28.22,67.32,3.32,97.1
2024,9,20,23,0.0,401.6,27.93,68.81,2.83,101.8
2024,9,21,0,0.0,400.98,27.65,70.19,2.45,102.5
2024,9,21,1,0.0,403.35,27.42,71.25,2.12,106.1
2024,9,21,2,0.0,393.7,27.15,72.5,1.94,106.5
2024,9,21,3,0.0,398.27,26.98,73.26,1.85,102.2
2024,9,21,4,0.0,408.62,26.85,73.87,1.87,99.6
2024,9,21,5,0.0,414.52,26.72,74.47,1.8,101.2
2024,9,21,6,21.85,409.02,26.73,74.47,1.91,96.9
2024,9,21,7,206.2,406.42,27.51,71.1,2.45,92.1
2024,9,21,8,393.17,395.88,28.56,66.1,2.54,92.3
2024,9,21,9,600.4,404.25,29.95,58.7,2.47,88.4
2024,9,21,10,730.8,408.65,31.3,52.49,2.41,80.0
2024,9,21,11,928.8,419.38,32.4,48.86,2.72,71.4
2024,9,21,12,953.08,419.85,33.11,47.21,3.01,68.0
2024,9,21,13,830.22,427.15,33.49,47.08,3.23,65.7
2024,9,21,14,673.17,427.73,33.55,47.1,3.57,64.9
2024,9,21,15,519.7,433.3,33.3,47.48,3.92,66.1
2024,9,21,16,314.2,429.75,32.74,48.64,4.28,68.3
2024,9,21,17,106.25,429.6,31.88,50.88,4.57,68.8
2024,9,21,18,3.83,420.92,30.86,54.63,4.63,69.4
2024,9,21,19,0.0,414.55,30.0,60.02,4.49,74.2
2024,9,21,20,0.0,409.75,29.33,65.4,4.21,82.4
2024,9,21,21,0.0,412.23,28.84,69.26,3.8,90.6
2024,9,21,22,0.0,415.5,28.5,72.2,3.46,96.6
2024,9,21,23,0.0,414.12,28.24,74.08,3.11,101.7
2024,9,22,0,0.0,414.83,27.98,75.68,2.85,108.6
2024,9,22,1,0.0,411.92,27.68,77.38,2.66,116.4
2024,9,22,2,0.0,408.67,27.46,78.52,2.57,119.4
2024,9,22,3,0.0,413.42,27.33,79.01,2.56,120.3
2024,9,22,4,0.0,413.67,27.2,79.45,2.6,120.8
2024,9,22,5,0.0,413.85,27.08,79.86,2.61,119.1
2024,9,22,6,21.4,415.38,27.09,79.69,2.68,114.5
2024,9,22,7,187.07,415.0,28.02,74.87,3.26,107.9
2024,9,22,8,412.25,414.65,29.25,67.89,3.38,98.8
2024,9,22,9,616.12,424.25,30.72,59.67,3.48,87.0
2024,9,22,10,746.9,431.73,32.02,53.82,3.46,75.4
2024,9,22,11,849.17,436.98,32.88,51.55,3.37,68.6
2024,9,22,12,829.92,442.38,33.43,50.08,3.44,64.9
2024,9,22,13,754.12,446.45,33.76,49.24,3.59,62.1
2024,9,22,14,682.53,437.65,33.72,49.32,3.82,60.0
2024,9,22,15,492.12,443.1,33.33,50.23,4.07,58.1
2024,9,22,16,298.62,439.58,32.75,51.79,4.22,57.5
2024,9,22,17,103.25,436.85,32.0,54.05,4.3,58.4
2024,9,22,18,3.6,428.58,31.08,56.95,4.49,58.8
2024,9,22,19,0.0,422.73,30.25,61.05,4.7,59.0
2024,9,22,20,0.0,417.95,29.52,66.27,4.49,62.4
2024,9,22,21,0.0,425.9,28.92,70.97,4.05,66.6
2024,9,22,22,0.0,434.45,28.47,74.57,3.52,72.3
2024,9,22,23,0.0,430.92,28.13,77.21,2.95,78.8
2024,9,23,0,0.0,428.38,27.82,79.26,2.51,88.6
2024,9,23,1,0.0,426.95,27.57,80.68,2.36,102.2
2024,9,23,2,0.0,422.02,27.42,81.24,2.34,116.3
2024,9,23,3,0.0,422.85,27.35,81.35,2.45,126.4
2024,9,23,4,0.0,419.2,27.29,81.52,2.46,129.6
2024,9,23,5,0.0,417.4,27.23,81.72,2.38,128.8
2024,9,23,6,23.45,417.6,27.27,81.51,2.4,125.3
2024,9,23,7,206.55,420.67,27.96,77.67,2.79,118.2
2024,9,23,8,445.9,419.7,29.01,71.47,2.81,105.3
2024,9,23,9,637.22,429.85,30.33,63.93,2.83,88.0
2024,9,23,10,763.42,437.35,31.65,57.36,3.03,71.5
2024,9,23,11,815.55,445.65,32.54,54.88,3.13,61.8
2024,9,23,12,853.08,443.0,33.09,53.37,3.26,56.5
2024,9,23,13,781.97,448.83,33.42,52.09,3.48,52.5
2024,9,23,14,592.45,451.65,33.35,52.05,3.67,49.3
2024,9,23,15,392.17,446.52,33.04,52.84,3.7,48.2
2024,9,23,16,237.23,438.67,32.52,54.43,3.56,50.0
2024,9,23,17,89.55,438.35,31.74,57.23,3.41,52.2
2024,9,23,18,3.6,432.52,30.74,61.89,3.07,52.4
2024,9,23,19,0.0,429.08,29.97,65.18,3.22,52.6
2024,9,23,20,0.0,419.35,29.32,68.82,3.06,56.9
2024,9,23,21,0.0,421.45,28.74,73.91,2.54,66.6
2024,9,23,22,0.0,418.9,28.31,77.43,2.17,77.8
2024,9,23,23,0.0,419.8,28.01,79.17,1.91,87.3
2024,9,24,0,0.0,417.62,27.76,80.14,1.72,99.4
2024,9,24,1,0.0,415.52,27.54,81.26,1.65,115.8
2024,9,24,2,0.0,418.6,27.36,82.35,1.82,131.2
2024,9,24,3,0.0,416.25,27.26,83.2,2.11,140.2
2024,9,24,4,0.0,418.52,27.18,83.95,2.33,145.8
2024,9,24,5,0.0,423.27,27.09,84.42,2.36,148.9
2024,9,24,6,25.55,421.55,27.12,84.15,2.26,151.2
2024,9,24,7,212.4,422.98,27.92,79.97,2.48,150.5
2024,9,24,8,453.1,420.95,29.02,73.11,2.33,144.8
2024,9,24,9,662.22,429.38,30.54,64.74,2.01,128.7
2024,9,24,10,811.7,434.23,31.76,60.62,1.8,105.5
2024,9,24,11,905.9,437.58,32.42,60.03,1.8,89.4
2024,9,24,12,893.33,441.73,32.94,57.3,2.06,80.2
2024,9,24,13,792.2,445.1,33.19,55.7,2.29,74.6
2024,9,24,14,654.4,446.4,33.22,55.1,2.48,71.6
2024,9,24,15,468.85,447.98,33.0,55.54,2.56,74.4
2024,9,24,16,282.65,444.45,32.38,57.68,2.49,83.8
2024,9,24,17,99.43,444.88,31.58,60.79,2.38,99.2
2024,9,24,18,3.65,436.75,30.67,64.54,2.37,114.7
2024,9,24,19,0.0,432.45,29.93,68.0,2.7,123.5
2024,9,24,20,0.0,426.6,29.29,72.1,2.79,126.7
2024,9,24,21,0.0,440.92,28.76,75.52,2.77,131.3
2024,9,24,22,0.0,433.55,28.35,78.09,2.75,137.1
2024,9,24,23,0.0,432.0,27.99,80.01,2.74,142.0
2024,9,25,0,0.0,429.35,27.67,81.65,2.72,146.1
2024,9,25,1,0.0,434.52,27.4,82.98,2.69,151.2
2024,9,25,2,0.0,418.1,27.14,84.13,2.69,157.4
2024,9,25,3,0.0,426.05,26.99,84.63,2.8,163.4
2024,9,25,4,0.0,419.58,26.86,85.07,2.97,166.8
2024,9,25,5,0.0,418.05,26.78,85.29,3.03,168.8
2024,9,25,6,25.58,417.62,26.78,85.08,3.02,169.9
2024,9,25,7,212.45,419.0,27.36,81.5,3.38,168.1
2024,9,25,8,458.88,416.2,28.28,75.44,3.23,163.1
2024,9,25,9,677.92,422.88,29.55,68.08,2.71,153.4
2024,9,25,10,821.72,428.5,30.74,62.15,2.16,136.9
2024,9,25,11,887.62,433.3,31.61,59.24,1.89,118.7
2024,9,25,12,909.28,436.62,32.0,60.9,1.68,103.5
2024,9,25,13,843.28,441.5,32.19,60.14,1.7,91.0
2024,9,25,14,625.62,442.02,32.23,59.3,1.77,76.3
2024,9,25,15,379.23,449.5,31.94,60.07,2.0,61.3
2024,9,25,16,214.73,446.45,31.5,61.77,2.23,50.8
2024,9,25,17,75.88,437.6,30.85,64.54,2.38,44.1
2024,9,25,18,2.78,434.35,30.06,68.67,2.16,39.0
2024,9,25,19,0.0,430.58,29.61,68.71,2.06,39.1
2024,9,25,20,0.0,424.02,29.14,71.34,1.63,44.8
2024,9,25,21,0.0,424.9,28.77,73.95,1.19,57.0
2024,9,25,22,0.0,424.65,28.44,76.24,0.82,77.3
2024,9,25,23,0.0,428.1,28.11,78.23,0.6,113.6
2024,9,26,0,0.0,428.67,27.82,79.78,0.64,149.8
2024,9,26,1,0.0,423.85,27.55,81.25,0.84,173.9
2024,9,26,2,0.0,419.8,27.35,82.3,1.05,177.3
2024,9,26,3,0.0,422.95,27.2,83.02,1.2,170.4
2024,9,26,4,0.0,423.85,27.08,83.63,1.32,158.3
2024,9,26,5,0.0,424.5,27.02,83.96,1.42,147.1
2024,9,26,6,24.38,420.48,27.05,83.9,1.43,142.1
2024,9,26,7,197.38,416.92,27.33,81.72,1.64,137.5
2024,9,26,8,423.75,414.83,27.73,78.98,1.8,126.9
2024,9,26,9,628.67,420.3,28.45,74.76,1.96,111.9
2024,9,26,10,775.83,424.9,29.27,70.12,2.07,99.5
2024,9,26,11,886.4,426.48,29.99,66.15,2.1,91.1
2024,9,26,12,887.08,429.08,30.57,62.79,2.04,85.8
2024,9,26,13,784.0,432.42,31.0,60.34,1.93,80.8
2024,9,26,14,552.97,434.48,31.11,59.79,1.93,75.6
2024,9,26,15,337.88,449.38,31.0,60.46,1.96,70.4
2024,9,26,16,204.35,437.35,30.75,61.54,2.01,65.6
2024,9,26,17,66.18,444.33,30.41,62.87,1.98,61.0
2024,9,26,18,2.88,437.8,29.76,68.27,1.63,59.0
2024,9,26,19,0.0,427.8,29.34,71.61,1.51,70.6
2024,9,26,20,0.0,432.88,29.0,74.45,1.49,89.2
2024,9,26,21,0.0,429.2,28.68,77.16,1.59,104.9
2024,9,26,22,0.0,437.45,28.41,79.16,1.68,114.3
2024,9,26,23,0.0,432.08,28.14,80.86,1.73,122.0
2024,9,27,0,0.0,439.95,27.88,82.18,1.83,129.4
2024,9,27,1,0.0,422.35,27.61,83.26,2.01,135.8
2024,9,27,2,0.0,423.1,27.35,84.36,2.24,140.6
2024,9,27,3,0.0,427.88,27.15,84.98,2.44,143.5
2024,9,27,4,0.0,433.6,26.97,85.42,2.54,146.7
2024,9,27,5,0.0,427.4,26.82,85.64,2.59,149.1
2024,9,27,6,24.77,422.77,26.83,85.56,2.59,150.4
2024,9,27,7,212.3,420.55,27.64,81.1,2.86,149.3
2024,9,27,8,423.08,411.05,28.52,74.91,2.89,145.4
2024,9,27,9,618.78,416.17,29.8,67.0,2.6,138.0
2024,9,27,10,819.67,426.12,31.03,60.43,2.26,126.9
2024,9,27,11,929.12,428.23,32.01,56.42,2.05,116.1
2024,9,27,12,962.03,430.27,32.53,58.14,1.84,105.1
2024,9,27,13,838.12,433.77,33.05,55.25,2.0,96.6
2024,9,27,14,649.78,437.1,33.33,53.25,2.23,91.0
2024,9,27,15,502.58,437.5,33.27,52.79,2.46,88.1
2024,9,27,16,289.2,435.98,32.87,53.67,2.68,86.6
2024,9,27,17,94.43,434.62,32.15,56.38,2.82,87.2
2024,9,27,18,2.88,433.0,30.89,63.63,2.46,87.7
2024,9,27,19,0.0,426.48,30.18,66.0,2.74,92.1
2024,9,27,20,0.0,420.67,29.52,70.24,2.82,102.9
2024,9,27,21,0.0,423.7,28.83,75.86,2.77,114.5
2024,9,27,22,0.0,417.62,28.41,79.05,2.8,124.1
2024,9,27,23,0.0,416.83,28.09,80.97,2.76,130.7
2024,9,28,0,0.0,415.7,27.83,82.25,2.64,135.6
2024,9,28,1,0.0,418.85,27.61,83.14,2.57,138.9
2024,9,28,2,0.0,409.0,27.45,83.71,2.53,140.1
2024,9,28,3,0.0,410.62,27.32,84.0,2.51,139.5
2024,9,28,4,0.0,413.12,27.21,84.26,2.47,136.8
2024,9,28,5,0.0,410.83,27.15,84.12,2.54,134.8
2024,9,28,6,23.17,413.05,27.24,83.47,2.63,132.8
2024,9,28,7,225.8,419.92,28.43,76.61,3.43,129.0
2024,9,28,8,460.12,420.3,29.54,70.04,3.82,122.6
2024,9,28,9,676.65,424.98,30.86,63.07,3.97,114.7
2024,9,28,10,734.03,421.33,32.13,57.21,4.07,106.1
2024,9,28,11,939.2,431.5,33.01,55.49,3.87,99.7
2024,9,28,12,968.97,433.45,33.63,53.87,3.81,94.2
2024,9,28,13,880.38,438.45,34.02,52.06,3.99,89.6
2024,9,28,14,769.4,442.08,34.08,51.32,4.21,86.6
2024,9,28,15,597.9,436.42,33.87,51.61,4.41,86.1
2024,9,28,16,367.4,433.85,33.3,53.31,4.46,87.3
2024,9,28,17,132.3,429.27,32.43,56.48,4.37,89.5
2024,9,28,18,3.65,425.85,31.27,61.87,3.81,92.0
2024,9,28,19,0.0,422.73,30.47,66.48,3.36,96.5
2024,9,28,20,0.0,417.98,29.95,68.3,3.25,107.2
2024,9,28,21,0.0,433.2,29.43,71.91,3.24,116.6
2024,9,28,22,0.0,421.98,29.0,74.73,3.34,124.0
2024,9,28,23,0.0,423.33,28.65,76.58,3.41,128.8
2024,9,29,0,0.0,420.7,28.31,78.14,3.43,132.2
2024,9,29,1,0.0,420.17,28.01,79.35,3.4,134.6
2024,9,29,2,0.0,410.5,27.74,80.37,3.39,136.8
2024,9,29,3,0.0,411.83,27.51,81.11,3.36,138.6
2024,9,29,4,0.0,409.73,27.31,81.74,3.35,139.6
2024,9,29,5,0.0,408.38,27.14,82.19,3.38,141.0
2024,9,29,6,29.92,409.23,27.17,81.75,3.53,142.3
2024,9,29,7,229.93,412.52,28.33,75.49,4.36,139.7
2024,9,29,8,481.5,412.2,29.63,68.2,4.33,135.5
2024,9,29,9,686.42,414.27,31.17,60.36,3.96,130.5
2024,9,29,10,859.35,416.52,32.6,54.14,3.57,123.1
2024,9,29,11,973.28,423.75,33.48,53.93,3.03,114.4
2024,9,29,12,994.9,431.35,34.15,51.96,3.01,105.0
2024,9,29,13,874.6,453.95,34.6,49.78,3.16,97.6
2024,9,29,14,743.4,451.15,34.72,48.59,3.29,92.8
2024,9,29,15,586.12,438.7,34.49,48.62,3.43,91.7
2024,9,29,16,356.12,435.2,33.99,49.69,3.54,92.3
2024,9,29,17,124.82,430.5,33.16,52.16,3.7,93.9
2024,9,29,18,3.53,424.77,32.01,56.88,3.43,95.9
2024,9,29,19,0.0,420.08,31.12,61.27,3.36,99.8
2024,9,29,20,0.0,414.8,30.55,63.57,3.7,111.7
2024,9,29,21,0.0,443.45,29.88,68.63,3.85,122.9
2024,9,29,22,0.0,432.77,29.43,72.16,4.12,131.9
2024,9,29,23,0.0,437.9,29.07,73.78,4.25,139.0
2024,9,30,0,0.0,420.55,28.7,74.99,4.13,144.5
2024,9,30,1,0.0,424.38,28.37,76.11,4.08,147.8
2024,9,30,2,0.0,410.67,28.06,77.06,3.93,148.9
2024,9,30,3,0.0,424.85,27.82,77.63,3.77,148.5
2024,9,30,4,0.0,424.6,27.64,78.16,3.54,146.2
2024,9,30,5,0.0,417.98,27.5,78.67,3.39,144.0
2024,9,30,6,29.62,416.05,27.56,78.52,3.38,144.1
2024,9,30,7,225.93,417.17,28.62,73.57,3.96,142.2
2024,9,30,8,480.33,414.7,30.05,66.19,3.88,136.3
2024,9,30,9,680.53,426.02,31.7,58.49,3.74,124.8
2024,9,30,10,819.5,433.45,33.01,54.49,3.77,110.8
2024,9,30,11,886.72,438.17,33.75,53.7,3.93,99.4
2024,9,30,12,787.42,447.95,34.27,51.27,4.32,90.5
2024,9,30,13,782.15,442.58,34.53,49.4,4.65,83.3
2024,9,30,14,652.53,450.65,34.48,48.59,4.87,77.1
2024,9,30,15,551.1,443.15,34.17,48.74,4.97,72.8
2024,9,30,16,325.62,436.77,33.54,50.21,4.89,70.5
2024,9,30,17,109.85,431.75,32.64,52.93,4.62,70.2
2024,9,30,18,3.22,428.5,31.56,56.98,3.93,70.6
2024,9,30,19,0.0,423.98,30.79,60.47,3.28,72.8
2024,9,30,20,0.0,417.48,30.14,63.98,2.74,83.3
2024,9,30,21,0.0,419.73,29.59,68.12,2.39,102.3
2024,9,30,22,0.0,421.75,29.2,71.05,2.35,123.6
2024,9,30,23,0.0,423.98,28.87,72.95,2.5,139.5
2024,10,1,0,0.0,421.48,28.56,74.63,2.75,150.6
2024,10,1,1,0.0,425.92,28.26,76.38,3.07,157.4
2024,10,1,2,0.0,415.3,27.99,77.88,3.4,161.5
2024,10,1,3,0.0,426.85,27.75,79.17,3.63,163.7
2024,10,1,4,0.0,426.2,27.55,80.11,3.71,164.8
2024,10,1,5,0.0,419.9,27.36,80.88,3.69,163.6
2024,10,1,6,29.52,420.38,27.4,80.48,3.74,162.4
2024,10,1,7,206.1,423.75,28.54,74.51,4.42,160.0
2024,10,1,8,428.7,422.73,29.92,66.97,4.33,155.3
2024,10,1,9,650.7,430.38,31.53,58.71,3.94,144.5
2024,10,1,10,806.7,435.23,32.85,53.99,3.53,128.6
2024,10,1,11,862.62,445.8,33.47,52.98,3.25,113.2
2024,10,1,12,865.92,445.02,34.05,50.1,3.31,101.5
2024,10,1,13,793.38,446.45,34.44,47.79,3.38,93.4
2024,10,1,14,727.75,439.65,34.61,46.45,3.46,89.7
2024,10,1,15,510.62,443.58,34.47,46.34,3.53,91.3
2024,10,1,16,304.38,440.48,33.87,48.15,3.63,98.7
2024,10,1,17,99.9,439.4,32.92,51.63,3.69,106.4
2024,10,1,18,2.97,438.35,31.79,56.22,3.64,112.8
2024,10,1,19,0.0,435.2,30.91,60.16,4.01,119.9
2024,10,1,20,0.0,428.58,30.13,65.31,4.14,127.5
2024,10,1,21,0.0,429.12,29.55,69.28,4.05,132.9
2024,10,1,22,0.0,429.2,29.12,71.82,3.83,138.3
2024,10,1,23,0.0,426.95,28.76,73.55,3.5,144.3
